GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GENE_PRODUCT_NAME	GENE_PRODUCT_SYNONYMS	GENE_PRODUCT_TYPE	GO ASPECT
UniProtKB	A0A075B6H9	IGLV4-69	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 4-69	IGLV4-69	protein	P
UniProtKB	A0A075B6H9	IGLV4-69	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF164	9606	TreeGrafter		Immunoglobulin lambda variable 4-69	IGLV4-69	protein	P
UniProtKB	A0A075B6I0	IGLV8-61	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 8-61	IGLV8-61	protein	P
UniProtKB	A0A075B6I0	IGLV8-61	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 8-61	IGLV8-61	protein	P
UniProtKB	A0A075B6I0	IGLV8-61	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 8-61	IGLV8-61	protein	P
UniProtKB	A0A075B6I0	IGLV8-61	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF176	9606	TreeGrafter		Immunoglobulin lambda variable 8-61	IGLV8-61	protein	P
UniProtKB	A0A075B6I1	IGLV4-60	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 4-60	IGLV4-60	protein	P
UniProtKB	A0A075B6I1	IGLV4-60	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 4-60	IGLV4-60	protein	P
UniProtKB	A0A075B6I1	IGLV4-60	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 4-60	IGLV4-60	protein	P
UniProtKB	A0A075B6I1	IGLV4-60	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF323	9606	TreeGrafter		Immunoglobulin lambda variable 4-60	IGLV4-60	protein	P
UniProtKB	A0A075B6I3	IGLV11-55	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin lambda variable 11-55	IGLV11-55	protein	P
UniProtKB	A0A075B6I3	IGLV11-55	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin lambda variable 11-55	IGLV11-55	protein	P
UniProtKB	A0A075B6I3	IGLV11-55	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Probable non-functional immunoglobulin lambda variable 11-55	IGLV11-55	protein	P
UniProtKB	A0A075B6I3	IGLV11-55	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF490	9606	TreeGrafter		Probable non-functional immunoglobulin lambda variable 11-55	IGLV11-55	protein	P
UniProtKB	A0A075B6I4	IGLV10-54	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 10-54	IGLV10-54	protein	P
UniProtKB	A0A075B6I4	IGLV10-54	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 10-54	IGLV10-54	protein	P
UniProtKB	A0A075B6I4	IGLV10-54	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 10-54	IGLV10-54	protein	P
UniProtKB	A0A075B6I4	IGLV10-54	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF225	9606	TreeGrafter		Immunoglobulin lambda variable 10-54	IGLV10-54	protein	P
UniProtKB	A0A075B6I6	IGLV1-50	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin lambda variable 1-50	IGLV1-50	protein	P
UniProtKB	A0A075B6I6	IGLV1-50	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin lambda variable 1-50	IGLV1-50	protein	P
UniProtKB	A0A075B6I6	IGLV1-50	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Probable non-functional immunoglobulin lambda variable 1-50	IGLV1-50	protein	P
UniProtKB	A0A075B6I6	IGLV1-50	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF455	9606	TreeGrafter		Probable non-functional immunoglobulin lambda variable 1-50	IGLV1-50	protein	P
UniProtKB	A0A075B6I7	IGLV5-48	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin lambda variable 5-48	IGLV5-48	protein	P
UniProtKB	A0A075B6I7	IGLV5-48	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin lambda variable 5-48	IGLV5-48	protein	P
UniProtKB	A0A075B6I7	IGLV5-48	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Probable non-functional immunoglobulin lambda variable 5-48	IGLV5-48	protein	P
UniProtKB	A0A075B6I7	IGLV5-48	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF512	9606	TreeGrafter		Probable non-functional immunoglobulin lambda variable 5-48	IGLV5-48	protein	P
UniProtKB	A0A075B6I9	IGLV7-46	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 7-46	IGLV7-46	protein	P
UniProtKB	A0A075B6I9	IGLV7-46	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 7-46	IGLV7-46	protein	P
UniProtKB	A0A075B6I9	IGLV7-46	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 7-46	IGLV7-46	protein	P
UniProtKB	A0A075B6I9	IGLV7-46	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF464	9606	TreeGrafter		Immunoglobulin lambda variable 7-46	IGLV7-46	protein	P
UniProtKB	A0A075B6J1	IGLV5-37	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 5-37	IGLV5-37	protein	P
UniProtKB	A0A075B6J1	IGLV5-37	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 5-37	IGLV5-37	protein	P
UniProtKB	A0A075B6J1	IGLV5-37	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 5-37	IGLV5-37	protein	P
UniProtKB	A0A075B6J1	IGLV5-37	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF512	9606	TreeGrafter		Immunoglobulin lambda variable 5-37	IGLV5-37	protein	P
UniProtKB	A0A075B6J2	IGLV2-33	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin lambda variable 2-33	IGLV2-33	protein	P
UniProtKB	A0A075B6J2	IGLV2-33	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin lambda variable 2-33	IGLV2-33	protein	P
UniProtKB	A0A075B6J2	IGLV2-33	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Probable non-functional immunoglobulin lambda variable 2-33	IGLV2-33	protein	P
UniProtKB	A0A075B6J2	IGLV2-33	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF328	9606	TreeGrafter		Probable non-functional immunoglobulin lambda variable 2-33	IGLV2-33	protein	P
UniProtKB	A0A075B6J6	IGLV3-22	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 3-22	IGLV3-22	protein	P
UniProtKB	A0A075B6J6	IGLV3-22	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 3-22	IGLV3-22	protein	P
UniProtKB	A0A075B6J6	IGLV3-22	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 3-22	IGLV3-22	protein	P
UniProtKB	A0A075B6J6	IGLV3-22	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF359	9606	TreeGrafter		Immunoglobulin lambda variable 3-22	IGLV3-22	protein	P
UniProtKB	A0A075B6J9	IGLV2-18	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 2-18	IGLV2-18	protein	P
UniProtKB	A0A075B6J9	IGLV2-18	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 2-18	IGLV2-18	protein	P
UniProtKB	A0A075B6J9	IGLV2-18	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 2-18	IGLV2-18	protein	P
UniProtKB	A0A075B6J9	IGLV2-18	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF328	9606	TreeGrafter		Immunoglobulin lambda variable 2-18	IGLV2-18	protein	P
UniProtKB	A0A075B6K0	IGLV3-16	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 3-16	IGLV3-16	protein	P
UniProtKB	A0A075B6K0	IGLV3-16	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 3-16	IGLV3-16	protein	P
UniProtKB	A0A075B6K0	IGLV3-16	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 3-16	IGLV3-16	protein	P
UniProtKB	A0A075B6K0	IGLV3-16	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF471	9606	TreeGrafter		Immunoglobulin lambda variable 3-16	IGLV3-16	protein	P
UniProtKB	A0A075B6K2	IGLV3-12	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 3-12	IGLV3-12	protein	P
UniProtKB	A0A075B6K2	IGLV3-12	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 3-12	IGLV3-12	protein	P
UniProtKB	A0A075B6K2	IGLV3-12	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 3-12	IGLV3-12	protein	P
UniProtKB	A0A075B6K2	IGLV3-12	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF393	9606	TreeGrafter		Immunoglobulin lambda variable 3-12	IGLV3-12	protein	P
UniProtKB	A0A075B6K4	IGLV3-10	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 3-10	IGLV3-10	protein	P
UniProtKB	A0A075B6K4	IGLV3-10	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 3-10	IGLV3-10	protein	P
UniProtKB	A0A075B6K4	IGLV3-10	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 3-10	IGLV3-10	protein	P
UniProtKB	A0A075B6K4	IGLV3-10	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF519	9606	TreeGrafter		Immunoglobulin lambda variable 3-10	IGLV3-10	protein	P
UniProtKB	A0A075B6K5	IGLV3-9	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 3-9	IGLV3-9	protein	P
UniProtKB	A0A075B6K5	IGLV3-9	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 3-9	IGLV3-9	protein	P
UniProtKB	A0A075B6K5	IGLV3-9	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 3-9	IGLV3-9	protein	P
UniProtKB	A0A075B6K5	IGLV3-9	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF516	9606	TreeGrafter		Immunoglobulin lambda variable 3-9	IGLV3-9	protein	P
UniProtKB	A0A075B6K6	IGLV4-3	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 4-3	IGLV4-3	protein	P
UniProtKB	A0A075B6K6	IGLV4-3	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 4-3	IGLV4-3	protein	P
UniProtKB	A0A075B6K6	IGLV4-3	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 4-3	IGLV4-3	protein	P
UniProtKB	A0A075B6K6	IGLV4-3	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF462	9606	TreeGrafter		Immunoglobulin lambda variable 4-3	IGLV4-3	protein	P
UniProtKB	A0A075B6L2	TRGV11	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional T cell receptor gamma variable 11	TRGV11	protein	P
UniProtKB	A0A075B6L2	TRGV11	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional T cell receptor gamma variable 11	TRGV11	protein	P
UniProtKB	A0A075B6L6	TRBV7-3	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional T cell receptor beta variable 7-3	TRBV7-3	protein	P
UniProtKB	A0A075B6L6	TRBV7-3	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional T cell receptor beta variable 7-3	TRBV7-3	protein	P
UniProtKB	A0A075B6N1	TRBV19	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta variable 19	TRBV19	protein	P
UniProtKB	A0A075B6N1	TRBV19	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta variable 19	TRBV19	protein	P
UniProtKB	A0A075B6N2	TRBV20-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta variable 20-1	TRBV20-1	protein	P
UniProtKB	A0A075B6N2	TRBV20-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta variable 20-1	TRBV20-1	protein	P
UniProtKB	A0A075B6N3	TRBV24-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta variable 24-1	TRBV24-1	protein	P
UniProtKB	A0A075B6N3	TRBV24-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta variable 24-1	TRBV24-1	protein	P
UniProtKB	A0A075B6N4	TRBV25-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta variable 25-1	TRBV25-1	protein	P
UniProtKB	A0A075B6N4	TRBV25-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta variable 25-1	TRBV25-1	protein	P
UniProtKB	A0A075B6P5	IGKV2-28	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin kappa variable 2-28	IGKV2-28	protein	P
UniProtKB	A0A075B6P5	IGKV2-28	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin kappa variable 2-28	IGKV2-28	protein	P
UniProtKB	A0A075B6P5	IGKV2-28	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin kappa variable 2-28	IGKV2-28	protein	P
UniProtKB	A0A075B6P5	IGKV2-28	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF453	9606	TreeGrafter		Immunoglobulin kappa variable 2-28	IGKV2-28	protein	P
UniProtKB	A0A075B6Q5	IGHV3-64	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-64	IGHV3-64	protein	P
UniProtKB	A0A075B6Q5	IGHV3-64	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-64	IGHV3-64	protein	P
UniProtKB	A0A075B6Q5	IGHV3-64	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-64	IGHV3-64	protein	P
UniProtKB	A0A075B6Q5	IGHV3-64	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF407	9606	TreeGrafter		Immunoglobulin heavy variable 3-64	IGHV3-64	protein	P
UniProtKB	A0A075B6R0	TRGV2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor gamma variable 2	TRGV2,TCRGV2	protein	P
UniProtKB	A0A075B6R0	TRGV2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor gamma variable 2	TRGV2,TCRGV2	protein	P
UniProtKB	A0A075B6R0	TRGV2	involved_in	GO:0045087	innate immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0399	9606	UniProt		T cell receptor gamma variable 2	TRGV2,TCRGV2	protein	P
UniProtKB	A0A075B6R2	IGHV4-4	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 4-4	IGHV4-4	protein	P
UniProtKB	A0A075B6R2	IGHV4-4	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 4-4	IGHV4-4	protein	P
UniProtKB	A0A075B6R2	IGHV4-4	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 4-4	IGHV4-4	protein	P
UniProtKB	A0A075B6R2	IGHV4-4	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF399	9606	TreeGrafter		Immunoglobulin heavy variable 4-4	IGHV4-4	protein	P
UniProtKB	A0A075B6R9	IGKV2D-24	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin kappa variable 2D-24	IGKV2D-24	protein	P
UniProtKB	A0A075B6R9	IGKV2D-24	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin kappa variable 2D-24	IGKV2D-24	protein	P
UniProtKB	A0A075B6R9	IGKV2D-24	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Probable non-functional immunoglobulin kappa variable 2D-24	IGKV2D-24	protein	P
UniProtKB	A0A075B6R9	IGKV2D-24	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF379	9606	TreeGrafter		Probable non-functional immunoglobulin kappa variable 2D-24	IGKV2D-24	protein	P
UniProtKB	A0A075B6S0	TRGJ1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor gamma joining 1	TRGJ1,TCRGJ1	protein	P
UniProtKB	A0A075B6S0	TRGJ1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor gamma joining 1	TRGJ1,TCRGJ1	protein	P
